foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
-10.0,12.0,10,12,23,4,2
-8.0,12.0,12,22,13,2,2
-6.0,12.0,12,21,13,2,2
-4.0,12.0,12,20,13,2,2
-2.0,12.0,12,19,13,2,2
0.0,12.0,12,18,13,2,4
0.0,10.0,15,11,18,4,4
0.0,8.0,15,10,18,4,4
0.0,6.0,15,9,18,4,4
0.0,4.0,15,8,18,4,4
0.0,2.0,15,7,18,4,4
-28.0,-20.0,15,6,18,4,2
-26.0,-20.0,6,17,19,2,2
-24.0,-20.0,6,16,19,2,2
-22.0,-20.0,6,15,19,2,2
-20.0,-20.0,6,14,19,2,2
-18.0,-20.0,6,13,19,2,2
-16.0,-20.0,6,12,19,2,2
-14.0,-20.0,6,11,19,2,2
-12.0,-20.0,6,10,19,2,2
-10.0,-20.0,6,9,19,2,2
-8.0,-20.0,6,8,19,2,2
-6.0,-20.0,6,7,19,2,2
-4.0,-20.0,6,6,19,2,2
-2.0,-20.0,6,5,19,2,2
0.0,-20.0,6,4,19,2,3
0.0,-18.0,4,18,14,3,3
0.0,-16.0,4,17,14,3,3
0.0,-14.0,4,16,14,3,3
0.0,-12.0,4,15,14,3,3
0.0,-10.0,4,14,29,3,3
0.0,-8.0,4,13,29,3,3
0.0,-6.0,4,12,29,3,3
0.0,-4.0,4,11,29,3,3
0.0,-2.0,4,10,29,3,1
-2.0,-2.0,10,28,9,1,1
-4.0,-2.0,10,27,9,1,1
-6.0,-2.0,10,26,9,1,1
-8.0,-2.0,10,25,9,1,1
-10.0,-2.0,10,24,9,1,1
-12.0,-2.0,10,23,9,1,1
-14.0,-2.0,10,22,15,1,1
-16.0,-2.0,10,21,15,1,1
-18.0,-2.0,10,20,15,1,1
-20.0,-2.0,10,19,15,1,1
-22.0,-2.0,10,18,15,1,1
-24.0,-2.0,10,17,15,1,1
-26.0,-2.0,10,16,15,1,1
-28.0,-2.0,10,15,15,1,1
-30.0,-2.0,10,14,15,1,2
