foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
0.0,20.0,7,20,26,4,4
0.0,18.0,7,19,26,4,4
0.0,16.0,7,18,26,4,4
0.0,14.0,7,17,26,4,4
0.0,12.0,7,16,26,4,4
0.0,10.0,7,15,26,4,4
0.0,8.0,7,14,26,4,4
0.0,6.0,7,13,26,4,4
0.0,4.0,7,12,26,4,4
0.0,2.0,7,11,26,4,4
-40.0,-18.0,7,10,26,4,2
-38.0,-18.0,10,25,14,2,2
-36.0,-18.0,10,24,14,2,2
-34.0,-18.0,10,23,14,2,2
-32.0,-18.0,10,22,14,2,2
-30.0,-18.0,10,21,15,2,2
-28.0,-18.0,10,20,15,2,2
-26.0,-18.0,10,19,15,2,2
-24.0,-18.0,10,18,15,2,2
-22.0,-18.0,10,17,15,2,2
-20.0,-18.0,10,16,15,2,2
-18.0,-18.0,10,15,15,2,2
-16.0,-18.0,10,14,15,2,2
-14.0,-18.0,10,13,15,2,2
-12.0,-18.0,10,12,15,2,2
-10.0,-18.0,10,11,15,2,2
-8.0,-18.0,10,10,15,2,2
-6.0,-18.0,10,9,15,2,2
-4.0,-18.0,10,8,15,2,2
-2.0,-18.0,10,7,15,2,2
0.0,-18.0,10,6,15,2,3
0.0,-16.0,6,14,20,3,3
0.0,-14.0,6,13,27,3,3
0.0,-12.0,6,12,27,3,3
0.0,-10.0,6,11,27,3,3
0.0,-8.0,6,10,27,3,3
0.0,-6.0,6,9,27,3,3
0.0,-4.0,6,8,27,3,3
0.0,-2.0,6,7,27,3,3
18.0,-4.0,6,6,27,3,1
16.0,-4.0,6,26,9,1,1
14.0,-4.0,6,25,9,1,1
12.0,-4.0,6,24,9,1,1
10.0,-4.0,6,23,9,1,1
8.0,-4.0,6,22,9,1,1
6.0,-4.0,6,21,9,1,1
4.0,-4.0,6,20,9,1,1
2.0,-4.0,6,19,19,1,1
0.0,-4.0,6,18,19,1,3
0.0,-2.0,15,5,18,3,3
26.0,38.0,15,4,18,3,1
24.0,38.0,4,17,21,1,1
22.0,38.0,4,16,21,1,1
20.0,38.0,4,15,21,1,1
18.0,38.0,4,14,21,1,1
