foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
30.0,0.0,20,18,5,1,1
28.0,0.0,20,17,5,1,1
26.0,0.0,20,16,5,1,1
24.0,0.0,20,15,5,1,1
22.0,0.0,20,14,5,1,1
20.0,0.0,20,13,5,1,1
18.0,0.0,20,12,5,1,1
16.0,0.0,20,11,5,1,1
14.0,0.0,20,10,5,1,1
12.0,0.0,20,9,5,1,1
10.0,0.0,20,8,5,1,1
8.0,0.0,20,7,5,1,1
6.0,0.0,20,6,5,1,1
4.0,0.0,20,5,5,1,1
2.0,0.0,20,4,5,1,1
-56.0,-16.0,20,3,5,1,3
-56.0,-14.0,30,19,3,3,3
-56.0,-12.0,30,18,3,3,3
-56.0,-10.0,30,17,3,3,2
-54.0,-10.0,3,29,17,2,2
-52.0,-10.0,3,28,17,2,2
-50.0,-10.0,3,27,17,2,2
-48.0,-10.0,3,26,17,2,2
-46.0,-10.0,3,25,17,2,2
-44.0,-10.0,3,24,17,2,3
-44.0,-8.0,24,16,9,3,3
-44.0,-6.0,24,15,9,3,2
-42.0,-6.0,10,23,15,2,2
-40.0,-6.0,10,22,15,2,2
-38.0,-6.0,10,21,15,2,2
-36.0,-6.0,10,20,15,2,2
-34.0,-6.0,10,19,15,2,2
-32.0,-6.0,10,18,15,2,3
-32.0,-4.0,18,14,15,3,3
-32.0,-2.0,18,13,15,3,2
-30.0,-2.0,12,17,13,2,2
-28.0,-2.0,12,16,13,2,2
-26.0,-2.0,12,15,13,2,2
-24.0,-2.0,12,14,13,2,2
-22.0,-2.0,12,13,13,2,2
-20.0,-2.0,12,12,13,2,2
-18.0,-2.0,12,11,13,2,2
-16.0,-2.0,12,10,13,2,2
-14.0,-2.0,12,9,13,2,2
-12.0,-2.0,12,8,13,2,2
-10.0,-2.0,12,7,13,2,2
-8.0,-2.0,12,6,13,2,2
-6.0,-2.0,12,5,13,2,2
-4.0,-2.0,12,4,13,2,2
-2.0,-2.0,12,3,13,2,2
0.0,-2.0,12,2,13,2,3
14.0,-4.0,2,12,31,3,3
14.0,-2.0,2,11,31,3,3
14.0,0.0,2,10,31,3,3
14.0,2.0,2,9,31,3,1
12.0,2.0,9,30,4,1,1
10.0,2.0,9,29,4,1,1
8.0,2.0,9,28,4,1,1
6.0,2.0,9,27,4,1,1
4.0,2.0,9,26,4,1,1
2.0,2.0,9,25,4,1,1
0.0,2.0,9,24,4,1,1
-2.0,2.0,9,23,16,1,4
-2.0,0.0,23,15,8,4,4
-2.0,-2.0,23,14,8,4,4
-2.0,-4.0,23,13,8,4,4
-2.0,-6.0,23,12,6,4,4
-2.0,-8.0,23,11,10,4,4
-2.0,-10.0,23,10,10,4,4
-2.0,-12.0,23,9,10,4,4
-2.0,-14.0,23,8,10,4,4
-2.0,-16.0,23,7,10,4,4
-2.0,-18.0,23,6,10,4,4
-2.0,-20.0,23,5,10,4,4
-2.0,-22.0,23,4,10,4,4
-2.0,-24.0,23,3,10,4,2
0.0,-24.0,3,9,13,2,3
0.0,-22.0,9,12,1,3,3
0.0,-20.0,9,11,1,3,3
0.0,-18.0,9,10,1,3,3
0.0,-16.0,9,18,1,3,3
0.0,-14.0,9,17,1,3,3
0.0,-12.0,9,16,1,3,3
0.0,-10.0,9,15,1,3,3
0.0,-8.0,9,14,1,3,3
0.0,-6.0,9,13,24,3,3
0.0,-4.0,9,12,24,3,3
0.0,-2.0,9,11,24,3,3
44.0,26.0,9,10,24,3,3
44.0,28.0,9,9,24,3,1
42.0,28.0,9,23,9,1,1
40.0,28.0,9,22,16,1,1
38.0,28.0,9,21,16,1,1
36.0,28.0,9,20,16,1,4
36.0,26.0,20,15,4,4,4
36.0,24.0,20,14,4,4,4
36.0,22.0,20,13,4,4,4
36.0,20.0,20,12,4,4,4
36.0,18.0,20,11,4,4,1
34.0,18.0,14,19,11,1,1
32.0,18.0,14,18,11,1,1
30.0,18.0,14,17,11,1,4
30.0,16.0,17,10,7,4,4
30.0,14.0,17,9,16,4,4
30.0,12.0,17,8,16,4,1
28.0,12.0,17,16,8,1,1
26.0,12.0,17,15,8,1,1
24.0,12.0,17,14,8,1,1
22.0,12.0,17,13,8,1,4
22.0,10.0,13,7,20,4,4
22.0,8.0,13,6,20,4,4
22.0,6.0,13,5,20,4,4
22.0,4.0,13,4,20,4,1
20.0,4.0,21,12,4,1,1
18.0,4.0,21,11,4,1,1
16.0,4.0,21,10,4,1,4
16.0,2.0,10,3,23,4,4
16.0,0.0,10,2,23,4,4
16.0,-2.0,10,1,23,4,4
