foodDiffX,foodDiffY,up_collision,down_collision,left_collision,right_collision,direction,action
20.0,-28.0,1,2,13,20,4,2
22.0,-28.0,23,2,12,1,2,3
22.0,-26.0,22,1,12,1,3,3
22.0,-24.0,21,1,12,2,3,3
22.0,-22.0,20,1,12,3,3,1
20.0,-22.0,20,2,1,2,1,3
20.0,-20.0,19,1,13,3,3,1
18.0,-20.0,19,2,1,2,1,3
18.0,-18.0,18,1,14,3,3,1
16.0,-18.0,18,2,1,18,1,3
16.0,-16.0,17,1,15,18,3,1
14.0,-16.0,17,3,1,17,1,3
14.0,-14.0,16,1,16,17,3,1
12.0,-14.0,16,9,1,16,1,3
12.0,-12.0,15,1,17,16,3,1
10.0,-12.0,15,10,1,15,1,3
10.0,-10.0,14,1,18,15,3,1
8.0,-10.0,14,11,1,14,1,3
8.0,-8.0,13,1,19,14,3,1
6.0,-8.0,13,12,1,13,1,3
6.0,-6.0,12,1,20,13,3,1
4.0,-6.0,12,13,1,12,1,3
4.0,-4.0,11,1,21,12,3,1
2.0,-4.0,11,14,1,11,1,3
2.0,-2.0,10,1,22,11,3,1
0.0,-2.0,10,15,1,10,1,3
-18.0,-14.0,9,1,23,10,3,2
-16.0,-14.0,9,1,22,1,2,2
-14.0,-14.0,9,2,21,1,2,2
-12.0,-14.0,9,3,20,1,2,3
-12.0,-12.0,8,1,20,13,3,2
-10.0,-12.0,8,5,19,1,2,3
-10.0,-10.0,7,1,19,14,3,2
-8.0,-10.0,7,7,18,1,2,3
-8.0,-8.0,6,1,18,15,3,2
-6.0,-8.0,6,19,17,1,2,3
-6.0,-6.0,5,1,17,16,3,2
-4.0,-6.0,5,20,16,1,2,3
-4.0,-4.0,4,1,16,17,3,2
-2.0,-4.0,4,21,15,1,2,3
-2.0,-2.0,3,1,15,18,3,2
0.0,-2.0,3,22,14,1,2,3
34.0,10.0,2,1,14,19,3,1
32.0,10.0,2,1,1,18,1,1
30.0,10.0,2,2,1,17,1,1
28.0,10.0,2,3,1,16,1,1
26.0,10.0,2,4,1,15,1,1
24.0,10.0,2,5,1,14,1,1
22.0,10.0,2,6,1,13,1,1
20.0,10.0,2,23,1,12,1,1
18.0,10.0,2,23,1,11,1,1
16.0,10.0,2,23,1,10,1,1
14.0,10.0,2,23,1,9,1,1
12.0,10.0,2,23,1,8,1,1
10.0,10.0,2,23,1,7,1,1
8.0,10.0,2,23,1,6,1,4
8.0,8.0,1,22,12,6,4,1
6.0,8.0,3,22,1,5,1,4
6.0,6.0,1,21,13,5,4,1
4.0,6.0,4,21,1,4,1,4
4.0,4.0,1,20,29,4,4,1
2.0,4.0,5,20,1,3,1,4
2.0,2.0,1,19,30,3,4,1
0.0,2.0,6,19,1,2,1,4
-6.0,8.0,1,18,31,2,4,4
-6.0,6.0,1,17,31,2,4,2
-4.0,6.0,2,17,30,1,2,4
-4.0,4.0,1,16,30,3,4,2
-2.0,4.0,4,16,29,1,2,4
-2.0,2.0,1,15,29,4,4,2
0.0,2.0,6,15,28,1,2,4
-48.0,12.0,1,14,28,5,4,2
-46.0,12.0,8,14,27,1,2,2
-44.0,12.0,9,14,26,1,2,2
-42.0,12.0,9,14,25,1,2,2
-40.0,12.0,11,14,24,1,2,2
-38.0,12.0,11,14,23,1,2,2
-36.0,12.0,11,14,22,1,2,2
-34.0,12.0,11,14,21,1,2,2
-32.0,12.0,11,14,20,1,2,2
-30.0,12.0,11,14,19,1,2,2
-28.0,12.0,11,14,18,1,2,2
-26.0,12.0,11,14,17,1,2,2
-24.0,12.0,11,14,16,1,2,2
-22.0,12.0,11,14,15,1,2,2
-20.0,12.0,11,14,14,1,2,2
-18.0,12.0,11,14,13,1,2,2
-16.0,12.0,11,14,12,1,2,2
-14.0,12.0,11,14,11,1,2,2
-12.0,12.0,11,14,10,1,2,2
-10.0,12.0,11,14,9,1,2,4
-10.0,10.0,1,13,9,24,4,2
-8.0,10.0,12,13,8,1,2,4
-8.0,8.0,1,12,8,25,4,2
-6.0,8.0,13,12,7,1,2,4
-6.0,6.0,1,11,7,26,4,2
-4.0,6.0,14,11,6,1,2,4
-4.0,4.0,1,10,6,27,4,2
-2.0,4.0,15,10,5,1,2,4
-2.0,2.0,1,9,5,28,4,2
0.0,2.0,16,9,4,1,2,4
4.0,-30.0,1,8,4,29,4,2
6.0,-30.0,17,8,3,1,2,3
6.0,-28.0,16,1,3,1,3,3
6.0,-26.0,15,1,3,2,3,3
6.0,-24.0,14,1,3,3,3,3
6.0,-22.0,13,1,3,4,3,3
6.0,-20.0,12,1,3,5,3,3
6.0,-18.0,11,1,3,6,3,3
6.0,-16.0,10,1,3,30,3,3
6.0,-14.0,9,1,3,30,3,3
6.0,-12.0,8,1,3,30,3,3
6.0,-10.0,7,1,3,30,3,3
6.0,-8.0,6,1,3,30,3,3
6.0,-6.0,5,1,3,30,3,1
4.0,-6.0,5,11,1,29,1,3
4.0,-4.0,4,1,4,29,3,1
2.0,-4.0,4,11,1,28,1,3
2.0,-2.0,3,1,5,28,3,1
0.0,-2.0,3,12,1,27,1,3
50.0,26.0,2,1,6,27,3,1
48.0,26.0,2,23,1,26,1,1
46.0,26.0,2,23,1,25,1,1
44.0,26.0,2,23,1,24,1,1
42.0,26.0,2,23,1,23,1,1
40.0,26.0,2,23,1,22,1,1
38.0,26.0,2,23,1,21,1,1
36.0,26.0,2,23,1,20,1,1
34.0,26.0,2,23,1,19,1,1
32.0,26.0,2,23,1,18,1,1
30.0,26.0,2,23,1,17,1,1
28.0,26.0,2,23,1,16,1,1
26.0,26.0,2,23,1,15,1,1
24.0,26.0,2,23,1,14,1,4
24.0,24.0,1,22,13,14,4,1
22.0,24.0,3,22,1,13,1,4
22.0,22.0,1,21,15,13,4,1
20.0,22.0,4,21,1,12,1,4
20.0,20.0,1,20,17,12,4,1
18.0,20.0,5,20,1,11,1,4
18.0,18.0,1,19,22,11,4,1
16.0,18.0,6,19,1,10,1,4
16.0,16.0,1,18,23,10,4,1
14.0,16.0,7,18,1,9,1,4
14.0,14.0,1,17,24,9,4,1
12.0,14.0,8,17,1,8,1,4
